,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'Ritholtz.com'}",Barry Ritholtz,10 Monday AM Reads,"My back-to-work morning train WFH reads: • A Modest Stagflation Shock But Not a Recession: There are often adjustment costs associated with changing policies. Laying off government workers puts upward pressure on unemployment, and imposing tariffs increases p…",https://ritholtz.com/2025/03/monday-am-reads-71/,https://ritholtz.com/wp-content/uploads/2026/12/usimports.jpg,2025-03-03T11:30:56Z,"The D.C. PayPal Mafia Goes Beyond Elon Musk. A Guide to Silicon Valleys Hostile Takeover. As Elon Musk dominates Washington, theres another wave of tech appointments still to come. Theyll influence p… [+2701 chars]"
11,"{'id': None, 'name': 'Yahoo Entertainment'}",,JPMorgan Chase & Co. (JPM): A Bull Case Theory,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_2930f4d7-7cbf-42ad-b7f6-71a21a3b2d08,,2025-03-20T22:36:11Z,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
12,"{'id': None, 'name': 'Quartz India'}",Ben Kesslen,Jamie Dimon on the people who 'complain' about return-to-office,"The JPMorgan Chase CEO said it's ""people in the middle who complain a lot"" about working in the office five days a week",https://qz.com/jamie-dimon-jpmorgan-chase-remote-hybrid-work-rto-1851769016,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/3fbc13a721560233128e798531e18772.jpg",2025-03-11T12:19:00Z,"In This Story
JPMorgan Chase (JPM-4.28%
) CEO Jamie Dimon is still answering questions about his return-to-office mandate. 
In an interview at the Stanford Graduate School of Business last week, D… [+2355 chars]"
13,"{'id': None, 'name': 'Quartz India'}",Britney Nguyen,Nvidia earnings are coming. Here's what to expect after the DeepSeek shock,Nvidia (NVDA) is expected to release its fiscal fourth quarter earnings results at the end of the trading day on Wednesday.Read more...,https://qz.com/nvidia-q4-2024-earnings-ai-chip-blackwell-deepseek-1851765828,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/1021d8e590271e32858a01087ee5e081.jpg",2025-02-24T10:00:00Z,"In This Story
Nvidia (NVDA-3.69%
) is expected to release its fiscal fourth quarter earnings results at the end of the trading day on Wednesday.
The chipmakers stock was down 4% to $134.40 per sha… [+2015 chars]"
14,"{'id': None, 'name': 'Quartz India'}",Madeline Fitzgerald,What it costs to buy a house in the 15 fastest-growing states in America,Experts expect that the American housing market will remain largely stagnant in 2025 due to high interest rates and a limited supply of affordable housing.Read more...,https://qz.com/homes-housing-costs-us-states-1851769760,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/27f40da30e363feb0219229cbcba0396.webp",2025-03-17T16:12:00Z,"Experts expect that the American housing market will remain largely stagnant in 2025 due to high interest rates and a limited supply of affordable housing.
A recent J.P. Morgan report projected 3% g… [+2050 chars]"
15,"{'id': None, 'name': 'BBC News'}",Nick Mashiter,FA criticised over 'emotional' Mateta letter,"Crystal Palace accused Millwall goalkeeper Liam Roberts of injuring Jean-Philippe Mateta with ""the most extreme and violent force"" in a letter to the Football Association.",https://www.bbc.com/sport/football/articles/cx2g45ljpr7o,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/3f46/live/fe0628e0-00e6-11f0-a925-bd0526bac592.jpg,2025-03-14T15:44:51Z,"Crystal Palace accused Millwall goalkeeper Liam Roberts of injuring Jean-Philippe Mateta with ""the most extreme and violent force"", it has been revealed.
The 30-year-old was banned for six games aft… [+2383 chars]"
16,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",,Gold Futures Rise on Safe-Haven Demand Though U.S. Premium Eases,,https://www.wsj.com/finance/commodities-futures/gold-silver-prices-likely-to-keep-shining-c4ae0f85,,2025-03-05T12:12:00Z,"1204 GMT Gold futures rise on persistent safe-haven demand. Futures are up 0.2% at $2,926.80 a troy ounce. The precious metal has gained on a weaker dollar and a flight to safety as trade war risks i… [+1551 chars]"
17,"{'id': None, 'name': 'Yahoo Entertainment'}",,Is JPMorgan Chase & Co. (JPM) the Most Undervalued Dividend Stock to Buy According to Hedge Funds?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0ade3b1b-79f7-4bd1-bc9e-d7cb872d25ae,,2025-03-23T17:57:21Z,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
18,"{'id': None, 'name': 'Ritholtz.com'}",Barry Ritholtz,10 Weekend Reads,"Welcome to March — that means Spring is not far off! Kick off the first weekend of the month by pouring yourself a mug of Tolima Los Brasiles Peaberry Organic, grabbing a seat by the fire, and enjoying our longer-form weekend reads: • Gen Z and the End of Pre…",https://ritholtz.com/2025/03/weekend-reads-652/,https://ritholtz.com/wp-content/uploads/2026/12/top10.png,2025-03-01T11:30:57Z,"Welcome to March — that means Spring is not far off! Kick off the first weekend of the month by pouring yourself a mug of Tolima Los Brasiles Peaberry Organic, grabbing a seat by the fire, and enjoyi… [+4555 chars]"
19,"{'id': None, 'name': 'Yahoo Entertainment'}",,Is JPMorgan Chase & Co. (JPM) the Most Profitable Large Cap Stock to Buy Now?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9c61160f-f9c1-4d5f-b60a-f925ecd6848d,,2025-03-13T23:57:06Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
20,"{'id': None, 'name': 'Yahoo Entertainment'}",,JPMorgan Chase & Co. (JPM): Among The Stocks With At Least $20 Million In Insider Sales Recently,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b6e5ebd2-bd3f-40ac-ab30-73c387f1b5f5,,2025-03-10T01:23:13Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
21,"{'id': None, 'name': 'Yahoo Entertainment'}",,Is JPMorgan Chase (JPM) Among The Best Bank Stocks To Buy According To Billionaires?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_fad5b213-0dd3-4356-a407-b93cb102a1e5,,2025-03-19T19:07:26Z,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
22,"{'id': None, 'name': 'Ritholtz.com'}",Barry Ritholtz,10 Sunday Reads,"Avert your eyes! My Sunday morning look at incompetency, corruption and policy failures: • Inside the Collapse at the NIH: Administration officials pressured the NIH to avoid clear advice from the agency’s own lawyers to restart grant funding now. (The Atlant…",https://ritholtz.com/2025/03/sunday-reads-408/,https://ritholtz.com/wp-content/uploads/2026/12/taxdivide.png,2025-03-02T11:30:16Z,"Inside the Collapse at the NIH: Administration officials pressured the NIH to avoid clear advice from the agencys own lawyers to restart grant funding now. (The Atlantic)
Why Gen Z Will Never Leave … [+4861 chars]"
23,"{'id': None, 'name': 'Quartz India'}",William Gavin,"Elon Musk needs to do these two things to get Tesla back on track, analyst says","CEO Elon Musk needs to step up and do these two things to resolve Tesla’s (TSLA) “crisis” over his leadership of the Department of Government Efficiency, according to Wedbush Securities analyst Dan Ives.Read more...",https://qz.com/elon-musk-tesla-doge-brand-damage-trump-analyst-stock-1851771204,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/6e771a506bf5857a283911a0bfe38116.jpg",2025-03-20T13:34:00Z,"In This Story
CEO Elon Musk needs to step up and do these two things to resolve Teslas (TSLA0.00%
) crisis over his leadership of the Department of Government Efficiency, according to Wedbush Secur… [+3278 chars]"
24,"{'id': None, 'name': ""Paul Tan's Automotive News""}",Izwaashura Sadali,Kerajaan sedang kaji keberkesanan pelaksanaan caj kesesakan lalu lintas di ibu negara – Menteri JPM,"Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan), Dr Zaliha Mustafa mengesahkan bahawa Kerajaan sedang mengkaji keberkesanan caj kesesakan dalam mengurangkan masalah lalu lintas di ibu negara. Menurut beliau, kajian itu antara lain bagi menilai keberk…",https://paultan.org/2025/02/25/kerajaan-sedang-kaji-keberkesanan-pelaksanaan-caj-kesesakan-lalu-lintas-di-ibu-negara-menteri-jpm/,https://paultan.org/image/2024/04/Jem_NKVE_JlnDuta_1_BM-1200x801.jpg,2025-02-25T09:49:22Z,"Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan), Dr Zaliha Mustafa mengesahkan bahawa Kerajaan sedang mengkaji keberkesanan caj kesesakan dalam mengurangkan masalah lalu lintas di ibu negara… [+2032 chars]"
25,"{'id': None, 'name': 'Yahoo Entertainment'}",,JPMorgan Chase & Co. (JPM) : A High Growth Mega Cap Stock You Can Buy and Hold for the Next 5 Years,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d510bddc-d794-4b51-aa06-7ecf9d87b761,,2025-02-24T21:52:51Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
26,"{'id': None, 'name': 'Wattsupwiththat.com'}",Guest Blogger,Energy Fantasy Versus Reality In Woke-Land — Part III,"Meanwhile, there is at least some reason to think that JPM at the highest levels has finally started to see reality and re-think its green energy commitments. Just in January, JPM quit the Net Zero Banking Alliance. Maybe by the time next year’s Report rolls …",https://wattsupwiththat.com/2025/03/18/energy-fantasy-versus-reality-in-woke-land-part-iii/,https://i0.wp.com/wattsupwiththat.com/wp-content/uploads/2025/03/real-world-co2-capture.webp?fit=1200%2C600&ssl=1,2025-03-18T13:00:00Z,"From the MANHATTAN CONTRARIAN
Francis Menton
JP Morgan Chase thats the largest bank in the country. It has been headed for almost 20 years by celebrity CEO Jamie Dimon. For much of the 20 years, Ch… [+8929 chars]"
27,"{'id': None, 'name': 'CoinDesk'}",Will Canny,Bitcoin Mining Economics Weakened in February: JPMorgan,"The total market cap of the 14 publicly-listed U.S. bitcoin miners that the bank tracks dropped 22% last month, the report said.",https://www.coindesk.com/markets/2025/03/04/bitcoin-mining-economics-weakened-in-february-jpmorgan,https://cdn.sanity.io/images/s3y3vcno/production/da293f1399efe7eabfec7f5ecde6fe49ab641e3c-1500x776.jpg?auto=format,2025-03-04T13:27:56Z,The total market cap of the 14 publicly-listed U.S. miners that Wall Street bank JPMorgan (JPM) tracks dropped 22% in February as the bitcoin (BTC) price declined and mining economics came under pres… [+1194 chars]
28,"{'id': None, 'name': 'CoinDesk'}",Will Canny,Bitcoin Network Hashrate Inched Higher in March as Mining Economics Weakened: JPMorgan,"U.S.-listed miners maintained their share of the network hashrate at around 30%, the report said.",https://www.coindesk.com/markets/2025/03/17/bitcoin-network-hashrate-inched-higher-in-march-as-mining-economics-weakened-jpmorgan,https://cdn.sanity.io/images/s3y3vcno/production/da293f1399efe7eabfec7f5ecde6fe49ab641e3c-1500x776.jpg?auto=format,2025-03-17T14:19:38Z,"The Bitcoin network hashrate rose 2 exashashes per second (EH/s) in the first two weeks of March, to an average of 811 EH/s, Wall Street bank JPMorgan (JPM) said in a research report Monday.
JPMorga… [+1164 chars]"
29,"{'id': None, 'name': 'Yahoo Entertainment'}",Jonathan Stempel,Wells Fargo sues JPMorgan over troubled $481 million real estate loan,Wells Fargo sued JPMorgan Chase on Monday to recover losses for investors in a $481 million commercial real estate loan that was allegedly based on a...,https://finance.yahoo.com/news/wells-fargo-sues-jpmorgan-over-174511407.html,https://media.zenfs.com/en/reuters-finance.com/25f9f011814ad20555aedb76edf735ff,2025-03-10T17:45:11Z,"By Jonathan Stempel
NEW YORK (Reuters) -Wells Fargo (WFC) sued JPMorgan Chase (JPM)on Monday to recover losses for investors in a $481 million commercial real estate loan that was allegedly based on… [+1953 chars]"
30,"{'id': None, 'name': 'CoinDesk'}",Will Canny,"Bitcoin Miner IREN Upgraded to Overweight, Cipher Mining Cut to Neutral: JPMorgan","Bitcoin Miner IREN Upgraded to Overweight, Cipher Mining Cut to Neutral: JPMorgan",https://www.coindesk.com/markets/2025/03/13/bitcoin-miner-iren-upgraded-to-overweight-cipher-mining-cut-to-neutral-jpmorgan,https://cdn.sanity.io/images/s3y3vcno/production/f2326af70c884066e0dce15d6a57bfeb9f6993a0-1440x810.jpg?auto=format,2025-03-13T13:47:36Z,Wall Street bank JPMorgan (JPM) updated its bitcoin (BTC) miner price targets and estimates following fourth-quarter 2024 results and to account for changes in the bitcoin price and the network hashr… [+1381 chars]
31,"{'id': None, 'name': 'Quartz India'}",William Gavin,Trump is trying to save Tesla from the anti-Elon Musk crowd,"As protests — peaceful and violent — against Tesla (TSLA) CEO Elon Musk show no signs of slowing down, the White House is stepping in. Read more...",https://qz.com/trump-save-tesla-elon-musk-protests-violent-bondi-1851770938,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/7729d9dfdde3d9fb8aa657cdcb9defee.jpg",2025-03-19T14:33:48Z,"In This Story
As protests peaceful and violent against Tesla (TSLA+2.58%
) CEO Elon Musk show no signs of slowing down, the White House is stepping in. 
If youre going to touch a Tesla, go to a de… [+4218 chars]"
32,"{'id': None, 'name': 'CoinDesk'}",Will Canny,Crypto Market Is Skeptical About the Formation of a U.S. Strategic Reserve: JPMorgan,"A number of U.S. states have rejected the idea of using bitcoin as a reserve asset due to its volatility, the report said.",https://www.coindesk.com/markets/2025/03/07/crypto-market-is-skeptical-about-the-formation-of-a-u-s-strategic-reserve-jpmorgan,https://cdn.sanity.io/images/s3y3vcno/production/da293f1399efe7eabfec7f5ecde6fe49ab641e3c-1500x776.jpg?auto=format,2025-03-07T14:38:53Z,"Cryptocurrency markets are likely to remain under pressure in the short term owing to a lack of positive catalysts and skepticism about whether Congress will approve a U.S. strategic crypto reserve, … [+1718 chars]"
33,"{'id': None, 'name': 'Yahoo Entertainment'}",David Hollerith,Wall Street is starting to trim jobs as economic uncertainties mount,"Morgan Stanley, Goldman Sachs and Bank of America are beginning workforce reductions that affect varied parts of their operations.",https://finance.yahoo.com/news/wall-street-is-starting-to-trim-jobs-as-economic-uncertainties-mount-124429335.html,https://s.yimg.com/ny/api/res/1.2/rLNYVPH3SiTzOk9DFtBcKQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTg-/https://s.yimg.com/os/creatr-uploaded-images/2023-10/d80537f0-73f0-11ee-a7c3-714cf09b8578,2025-03-20T12:44:29Z,"Wall Street banks are starting to cut what could be thousands of workers as new economic uncertainties mount.
In recent weeks Morgan Stanley (MS), Goldman Sachs (GS) and Bank of America (BAC) all be… [+2595 chars]"
34,"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網新聞中心,盤中速報 - 摩根大通銀行(JPM-US)大跌5.06%，報247.42美元,摩根大通銀行(JPM-US)盤中下跌，漲跌幅、近日週月績效、相關指數表現、即時新聞資訊。,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E6%91%A9%E6%A0%B9%E5%A4%A7%E9%80%9A%E9%8A%80%E8%A1%8C-jpm-us-%E5%A4%A7%E8%B7%8C5-154024940.html,https://media.zenfs.com/et/cnyes.com.tw/d4d59484fb843d974b6e63fc5389719b,2025-03-04T07:40:24Z,"(JPM-US)0423:1913.2247.425.06%3,247,607257.23247.42
<ul><li>-1.42%
</li><li>S&amp;P 500-1.55%
</li><li>NASDAQ-1.93%
</li><li>-2.03%
</li></ul>(JPM-US)
<ul><li> 1 +1.27%
</li><li> 1 -0.81%
</l… [+63 chars]"
35,"{'id': None, 'name': 'The Star Online'}",The Star Online,"Parliamentary Service Bill up for second reading, says PM","PETALING JAYA: The Parliamentary Service Bill will be tabled for its second reading on Tuesday (March 4), says Prime Minister Datuk Seri Anwar Ibrahim. Read full story",https://www.thestar.com.my/news/nation/2025/03/03/parliamentary-service-bill-up-for-second-reading-says-pm,https://apicms.thestar.com.my/uploads/images/2025/03/03/3193623.jpg,2025-03-03T01:51:00Z,"PETALING JAYA: The Parliamentary Service Bill will be tabled for its second reading on Tuesday (March 4), says Prime Minister Datuk Seri Anwar Ibrahim.
He added that this Bill would strengthen the c… [+1275 chars]"
36,"{'id': None, 'name': 'Protothema.gr'}",,Νέα ασφαλιστικά μέτρα κατά της JP Morgan για τη Viva Wallet κατέθεσε ο Καρώνης,"Το βρετανικό Sifted φιλοξενεί δήλωση του Χάρη Καρώνη σύμφωνα με την οποία «η JPMorgan συμπεριφέρεται σαν αλεπού σε κοτέτσι, αντί να προτάξει την ανάπτυξη και την επιτυχία της εταιρείας» | Viva Wallet | JP Morgan | Χάρης Καρώνης | Ασφαλιστικά μέτρα | Οικονομία",https://www.protothema.gr/economy/article/1610908/nea-asfalistika-metra-kata-tis-jp-morgan-gia-ti-viva-wallet-katethese-o-karonis/,https://www.protothema.gr/images/640x360share/2/jpeg/files/2025-03-09/viva-wallet-karonis-dimon-synthesi.jpeg,2025-03-09T08:58:00Z,"JPMorgan VivaWallet, , Sifted.H , WRL JPM Viva Wallet 5 . 30 2025.
2024, .JPM Viva , , JPM WRL .
2024, JPM 2025: Viva, 916 . , WRL, .
26 , JPMorgan one shot, ., , . 2025 JPMorgan , one shot, optio… [+624 chars]"
37,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",,"Gold Futures Gain on Market Uncertainty, Weaker Dollar",,https://www.wsj.com/finance/commodities-futures/gold-rises-prices-could-hit-3-100-by-year-end-9c4c1b30,,2025-03-03T12:04:00Z,"1151 GMT Gold futures rise on a weaker U.S. dollar and market uncertainty. Futures are up 1.2% to $2,882.90 a troy ounce. Volatility is likely in the short term as geopolitical and economic factors a… [+1668 chars]"
38,"{'id': None, 'name': 'Forbes'}","John Dorfman, Contributor, 
 John Dorfman, Contributor
 https://www.forbes.com/sites/johndorfman/",CEOs At 197 Companies Made Big Stock Sales Lately,"More CEOs than usual have sold their own companies' shares in February and early March. Some oil and gas CEOs are buying, however.",https://www.forbes.com/sites/johndorfman/2025/03/10/ceos-at-197-companies-made-big-stock-sales-lately/,https://imageio.forbes.com/specials-images/imageserve/67ce6cfc3c58adc7f1c6fe29/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-03-10T12:30:48Z,"Many CEOs have been selling their own companies' stock in February and early March. 
getty
Company insiders are ditching their own stock more than usual. An exception is oil and gas executives, som… [+4306 chars]"
39,"{'id': None, 'name': 'Forbes'}","Gene Marks, Contributor, 
 Gene Marks, Contributor
 https://www.forbes.com/sites/quickerbettertech/",JP Morgan Is Taking Big Risks With AI - And Businesses Everywhere Should Be Thankful,The banking giant is investing millions to improve its profits. Ultimately that investment will pay off for many other businesses too.,https://www.forbes.com/sites/quickerbettertech/2025/03/19/jp-morgan-is-taking-big-risks-with-aiand-businesses-everywhere-should-be-thankful/,https://imageio.forbes.com/specials-images/imageserve/67daa54a483e29b69991cea3/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-03-19T17:00:17Z,"(Photo by Michael M. Santiago/Getty Images)
Getty Images
A few weeks ago Wall Street Journal interviewed Teresa Heitsenrether,, who heads up the AI rollout at the nation's largest bank, JP Morgan. … [+5292 chars]"
40,"{'id': None, 'name': 'BusinessLine'}",BL Kolkata Bureau,"Jute packaging hampers sugar industry, Govt seeks 20% exemption in Calcutta HC","IJMA filed a writ petition in the High Court last year against the Union of India and its agencies, seeking strict enforcement of the JPM Act, 1987",https://www.thehindubusinessline.com/economy/agri-business/department-of-food-and-public-distribution-informs-calcutta-high-court-that-sugar-mills-are-facing-challenges-with-jute-packaging/article69267071.ece,https://bl-i.thgim.com/public/incoming/sp5zcf/article69267112.ece/alternates/LANDSCAPE_1200/IMG_BL20_Sugar_promo_2_1_7PDSC673.jpg,2025-02-26T14:26:06Z,"The Department of Food and Public Distribution, under the Ministry of Consumer Affairs, Food and Public Distribution, has informed the Calcutta High Court that sugar mills and sugar industry associat… [+2497 chars]"
41,"{'id': None, 'name': 'Quartz India'}",William Gavin,Tesla's Elon Musk problem,"Musk's role in Trump's government has spurred protests, boycotts — and a rapidly falling share price",https://qz.com/tesla-stock-sales-elon-musk-trump-doge-protests-1851768908,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b5b477ef8c7a8806c20e8944f69f92ff.jpg",2025-03-13T09:00:00Z,"Tesla (TSLA) is struggling and Elon Musks politics are to blame.
With great difficulty, is how Musk described running his legion of companies on Monday, as more and more of his time gets devoted to … [+8471 chars]"
